COD_EMPRESA;NOME_EMPRESA;COD_TAB_PRECO;NOME_TAB_PRECO;DT_VIGOR;PRECO;TIPO;COD_PRODUTO;DESCRICAO;MARCA;COD_FORNECEDOR;NOME_FORNECEDOR;COD_ITEM_NBS;PARTNUMBER;MARGEM;DESP_VARIAVEL;TIPO_PRECIFICACAO;NIVEL_MARGEM;GRUPO_DESCONTO;ESTOQUE;CUSTO_MEDIO;VALOR_ESTOQUE;CUSTO_OPE;PIS_COFINS;ICMS
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;140,57;Valor;2329;BALANCEIRO ADMISSAO 0002329;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021748970.0;7001818C1E;;;Não Atualiza Preço na Entrada;;MWM1;3;73,0833;219,2499;73,0833;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;742,65;Valor;2127;BALANCEIRO ESCAPE FREIO MOTOR 0002127;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021763745.0;7003008C91E;;;Não Atualiza Preço na Entrada;;MWM1;1;280,21;280,21;280,21;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;44,35;Valor;2441;BALANCIM ADMISSAO MOTOR MWM SPRINT 0002441;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15151.0;940706450064E;;;Não Atualiza Preço na Entrada;;MWM1;19;21,131;401,489;21,131;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;162,69;Valor;2422;BALANCIM ADMISSAO MOTOR MWM 4.08TCE 0002422;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0109443.0;940706450224E;;;Não Atualiza Preço na Entrada;;MWM1;3;76,2027;228,6081;76,2027;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;;Valor;2001;ARRUELA ALUMINIO 10MM TAMPA VALV 0002001;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD103453.0;904921101016E;;;Não Atualiza Preço na Entrada;;MWM1;49;;11,1034;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;;Valor;2007;ARRUELA ALUMINIO 8MM 0002007;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;03873181.0;904921100811E;;;Não Atualiza Preço na Entrada;;MWM1;80;;17,296;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,57;Valor;2358;ARRUELA BICO MOTOR MWM D/TD229 0002358;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T11130219.0;604920690092E;;;Não Atualiza Preço na Entrada;;MWM1;67;;41,5266;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;62,03;Valor;1968;ARRUELA COMPENSADOR 3.6MM MOTOR MWM X10/X12 / D229 0001968;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD105763A.0;MUDOU:620804330034E;;;Não Atualiza Preço na Entrada;;MWM1;6;21,7672;130,6032;21,7672;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;21,24;Valor;2179;ARRUELA CONICA SUP BICO INJETOR 0002179;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T11130223.1;602151000084E;;;Não Atualiza Preço na Entrada;;MWM1;4;7,8469;31,3876;7,8469;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,24;Valor;3003;ARRUELA ESPACADORA BUS 93/98 0003003;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RP903167.0;922903400264E;;;Não Atualiza Preço na Entrada;;MWM1;30;;21,024;;;
7;SA;;;;;;4076;ARRUELA ESTICADOR CORREIA 0004076;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS90269.0;961003400364;;;;;MWM1;9;9,92;89,28;9,92;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,06;Valor;3666;ARRUELA DE VEDACAO 0003666;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE115441A.0;904921101822E;;;Não Atualiza Preço na Entrada;;MWM1;15;;3,1995;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;53,84;Valor;986;ARRUELA ENCOSTO INFERIOR STD 0000986;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12551.0;7002810C1E;;;Não Atualiza Preço na Entrada;;MWM1;2;17,68;35,36;17,68;;
7;SA;;;;;;59856;ARRUELA PRESSAO 0059856;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAF130687.0;602160100140;;;;;;5;;1,3415;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,05;Valor;2075;ARRUELA PRESSAO 10MM 0002075;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;N0120104.0;602160100100E;;;Não Atualiza Preço na Entrada;;MWM1;181;;60,6531;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,01;Valor;2065;ARRUELA LISA 0002065;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15588.0;602150100105E;;;Não Atualiza Preço na Entrada;;MWM1;44;;26,5848;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;83,3;Valor;3237;ARRUELA ENCOSTO STD MOTOR MWM MAXXFORCE 0003237;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021811215.0;961283400154;;;Não Atualiza Preço na Entrada;;MWM1;8;38,1247;304,9976;38,1247;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,54;Valor;2366;ARRUELA LISA 8MM GROSSA 0002366;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;N0115258.0;602150100084E;;;Não Atualiza Preço na Entrada;;MWM1;95;;49,8275;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;38,47;Valor;4464;ARRUELA ENCOSTO SUPERIOR STD 0004464;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12552.0;7002811C1E;;;Não Atualiza Preço na Entrada;;MWM1;2;16,97;33,94;16,97;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;9,56;Valor;323;ARRUELA PRISIONEIRO COLETOR ESCAPE 0000323;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;03873136.0;922603400064E;;;Não Atualiza Preço na Entrada;;MWM1;11;;7,7715;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,15;Valor;3047;ARRUELA ONDULADA 6MM  X10/D229 0003047;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11282.0;602160310060E;;;Não Atualiza Preço na Entrada;;MWM1;21;;6,5898;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,06;Valor;3673;ARRUELA ALUMINIO TUBO RESPIRO MOTOR X10/X12/SPRINT 0003673;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TL7145483.0;904921101418E;;;Não Atualiza Preço na Entrada;;MWM1;124;;56,73;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,01;Valor;4498;ARRUELA ALUMINIO 21MM BUJAO CARTER 0004498;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD103199.0;922903400744E;;;Não Atualiza Preço na Entrada;;MWM1;76;;64,8128;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;;Valor;1996;ARRUELA ALUMINIO 8MM 0001996;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD115441.0;904921100814E;;;Não Atualiza Preço na Entrada;;MWM1;46;;8,8688;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;80,6;Valor;2578;BOMBA MANUAL MOTOR MWM X10/ D/TD229 0002578;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;04099908.0;906905810101E;;;Não Atualiza Preço na Entrada;;MWM1;17;35,9367;610,9239;39,8605;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;294,34;Valor;2561;BOMBA AGUA MOTOR MWM D/TD229 0002561;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RB121005.0;922987310016;;;Não Atualiza Preço na Entrada;;MWM1;2;163,0723;326,1446;163,0723;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;449,11;Valor;510;BOMBA AGUA MOTOR MWM SPRINT DENTE RETO 0000510;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15121.0;940787310105E;;;Não Atualiza Preço na Entrada;;MWM1;1;189,6367;189,6367;189,6367;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;387,56;Valor;3878;BOMBA COMBUSTIVEL MOTOR MWM SPRINT 0003878;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15055.1;R7001751C1E;;;Não Atualiza Preço na Entrada;;MWM1;2;222,4283;444,8566;222,4283;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;439,44;Valor;346;BOMBA AGUA MOTOR MWM X10 0000346;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD198181.0;961007310024E;;;Não Atualiza Preço na Entrada;;MWM1;1;;;;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;330,82;Valor;2801;BOMBA AGUA MOTOR MWM X10 0002801;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD198181.3;961057310076E;;;Não Atualiza Preço na Entrada;;MWM1;68;182,0185;12377,258;182,2695;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;795,15;Valor;4047;BOMBA COMBUSTIVEL MOTOR MWM X10 / D/TD229 0004047;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T11130121.0;905202000032E;;;Não Atualiza Preço na Entrada;;MWM1;13;427,2244;5553,9172;451,0826;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1158,17;Valor;3128;BOMBA COMBUSTIVEL MOTOR MWM X10/ D/TD229 0003128;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;04099853.0;905202000021E;;;Não Atualiza Preço na Entrada;;MWM1;12;654,8931;7858,7172;657,0117;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;275,16;Valor;1417;BOMBA COMBUSTIVEL MOTOR MWM X10 0001417;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD130121.0;905202080041;;;Não Atualiza Preço na Entrada;;MWM1;5;157,0107;785,0535;157,0107;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;256,08;Valor;878;BOMBA COMBUSTIVEL MOTOR MWM X10/T/TCA 0000878;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD130121A.0;905202080053;;;Não Atualiza Preço na Entrada;;MWM1;42;146,2317;6141,7314;145,2741;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;736,52;Valor;2460;BOMBA OLEO MOTOR MWM X12TCE 0002460;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0115105A.0;961287300046;;;Não Atualiza Preço na Entrada;;MWM1;5;371,6521;1858,2605;371,6521;;
7;SA;7001;SALVADOR-BA-BASE;11/02/2021;461,5495174;Valor;3887;BOMBA AGUA MWM 4.12/6.12/7.2 0003887;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS13653.0;961207310034;;;Não Atualiza Preço na Entrada;;MWM1;5;253,8227;1269,1135;253,8227;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;836,04;Valor;1576;BOMBA AGUA  MOTOR MWM MAXXFORCE 0001576;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;022350928.0;7005440R91;;;Não Atualiza Preço na Entrada;;MWM1;14;465,4248;6515,9472;465,4248;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;979,75;Valor;437;BOMBA AGUA 0000437;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2121004C.0;70993800E;;;Não Atualiza Preço na Entrada;;MWM3;2;558,93;1117,86;558,93;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1513,49;Valor;1341;BOMBA DIRECAO HIDRAULICA MOTOR MWM 4.10TCA 0001341;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RP145157.0;941000530046E;;;Não Atualiza Preço na Entrada;;MWM1;1;825,78;825,78;825,78;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;858,57;Valor;4152;BOMBA OLEO MOTOR MWM SPRINT 0004152;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0115105.0;940787300056;;;Não Atualiza Preço na Entrada;;MWM1;9;476,6306;4289,6754;473,0417;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;925,86;Valor;1638;BOMBA AGUA 4/6.12TCE MAXXFORCE 7.2H 0001638;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;020754463.0;961207310126;;;Não Atualiza Preço na Entrada;;MWM1;4;528,602;2114,408;528,602;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;621,85;Valor;3233;BOMBA OLEO LUBRIFICANTE 0003233;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021300255.0;7005478R91;;;Não Atualiza Preço na Entrada;;MWM1;3;329,592;988,776;329,592;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;11871,14;Valor;3029;BOMBA ALTA PRESSAO COMBUSTIVEL MOTOR MWM X12TCE 0003029;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0130105B.0;961207270014E;;;Não Atualiza Preço na Entrada;;MWM1;1;4358,86;4358,86;4358,86;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;710,48;Valor;3621;BOMBA OLEO MOTOR MWM X10 0003621;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0115105F.0;961087300056;;;Não Atualiza Preço na Entrada;;MWM1;26;390,3953;10150,2778;391,4531;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;6383,93;Valor;1961;BOMBA ALTA PRESSAO MWM 0001961;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0130105.0;940807270014E;;;Não Atualiza Preço na Entrada;;MWM1;1;3695,4;3695,4;3695,4;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;264,61;Valor;247;BOMBA COMBUSTIVEL BBA ROTATIVA MOTOR D/TD229 0000247;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2SH130121.0;905202080040;;;Não Atualiza Preço na Entrada;;MWM1;2;142,9813;285,9626;142,9813;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1782,63;Valor;2701;BICO INJETOR COMBUSTIVEL 0002701;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021798687.0;7002581C1E;;;Não Atualiza Preço na Entrada;;MWM1;5;1017,758;5088,79;1017,758;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1732,23;Valor;1400;BICO INJETOR COMPLETO MOTOR MWM 4.07TCE/ 4.08TCE 0001400;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0130201.0;940704640034E;;;Não Atualiza Preço na Entrada;;MWM1;20;824,7844;16495,688;824,7844;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;8855,08;Valor;967;BLOCO DE MOTOR 4.12TCE 0000967;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12016.10;941281100027;;;Não Atualiza Preço na Entrada;;MWM2;1;6813,35;6813,35;6813,35;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;18,77;Valor;13857;BOCAL FECHAMENTO 0013857;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062103229A.0;940703550044E;;;Não Atualiza Preço na Entrada;;MWM1;1;3,2;3,2;3,2;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;687,28;Valor;2385;BIELA MOTOR MWM D229 ASPIRADO 0002385;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12105401C.0;7006622R91E;;;Não Atualiza Preço na Entrada;;MWM1;11;329,4884;3624,3724;329,4884;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;157,01;Valor;880;BICO INJETOR MOTOR MWM X10T 0000880;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD130211.0;905300109028E;;;Não Atualiza Preço na Entrada;;MWM1;7;75,9583;531,7081;75,9583;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;157,01;Valor;4188;BICO INJETOR MOTOR MWM X10T/TCA 0004188;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RE130211.0;905300109035E;;;Não Atualiza Preço na Entrada;;MWM1;6;72,6541;435,9246;72,6541;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;15,9;Valor;43675;BOCAL MOTOR 4.08 ELETRONICO 0043675;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062103229.0;940703550114E;;;Não Atualiza Preço na Entrada;;MWM1;1;2,92;2,92;2,92;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2342,57;Valor;4503;BICO INJETOR TROLLER MWM 3.2H MAXXFORCE 0004503;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15988.0;7001105C1E;;;Não Atualiza Preço na Entrada;;MWM1;4;1303,5961;5214,3844;1303,5961;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;672,96;Valor;2384;BIELA MOTOR MWM TD229/EC 0002384;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12105401B.0;7006623R91E;;;Não Atualiza Preço na Entrada;;MWM1;6;291,245;1747,47;291,245;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;43,55;Valor;3172;BRONZINA BIELA 0,25MM MOTOR MWM D229 0003172;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RA105701A.0;922584300057E;;;Não Atualiza Preço na Entrada;;MWM1;59;23,4045;1380,8655;24,0782;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;76,3;Valor;2558;BRONZINA BIELA 0,25MM MOTOR MWM X10/X12 0002558;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD105707.0;961084300337E;;;Não Atualiza Preço na Entrada;;MWM1;74;39,7179;2939,1246;39,7179;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;179,68;Valor;3190;BRONZINA BIELA 0,25MM MOTOR MWM X12TCE 0003190;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2S2105701A.0;961284300137E;;;Não Atualiza Preço na Entrada;;MWM1;24;86,71;2081,04;86,9009;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;64,41;Valor;334;BRONZINA BIELA 0,50 MOTOR MWM SPRINT 0000334;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062105713A.0;940784300237E;;;Não Atualiza Preço na Entrada;;MWM1;4;30,3221;121,2884;30,3221;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;41,95;Valor;1436;BRONZINA BIELA 0,50MM MOTOR MWM D229 0001436;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RA105701B.0;922584300077E;;;Não Atualiza Preço na Entrada;;MWM1;25;19,8834;497,085;19,8834;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;84,76;Valor;146;BRONZINA MANCAL STD C/EJETOR MOTOR MWM X10/X12 0000146;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RH198451.0;961084300238;;;Não Atualiza Preço na Entrada;;MWM1;90;44,2996;3986,964;46,8522;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;124,53;Valor;2031;BRONZINA MANCAL 0,50MM C/ EJETOR MOTOR MWM X10 0002031;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD198455A.0;941084300088;;;Não Atualiza Preço na Entrada;;MWM1;20;67,5023;1350,046;68,8402;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;76,3;Valor;2559;BRONZINA BIELA 0,50MM MOTOR MWM X10/X12 0002559;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD105713.0;961084300357E;;;Não Atualiza Preço na Entrada;;MWM1;51;36,6575;1869,5325;36,6575;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;47,46;Valor;4523;BRONZINA MANCAL STD MAXX FORCE 0004523;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12888.0;31A022;;;Não Atualiza Preço na Entrada;;MWM1;12;22,8183;273,8196;22,8183;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;62,39;Valor;1969;BRONZINA MANCAL STD MOTOR MWM D/TD229 0001969;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RA198451.0;922504300037E;;;Não Atualiza Preço na Entrada;;MWM1;43;33,8183;1454,1869;34,4942;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;65,86;Valor;1970;BRONZINA MANCAL 0,50MM MOTOR MWM D/TD229 0001970;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RA198455.0;922584300167E;;;Não Atualiza Preço na Entrada;;MWM1;26;30,8782;802,8332;36,4061;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;102,89;Valor;2971;BRONZINA MANCAL 0,50MM MOTOR MWM D/TD229 0002971;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12105501B.0;622884300057E;;;Não Atualiza Preço na Entrada;;MWM1;12;37,9454;455,3448;56,8762;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;176,99;Valor;2676;BRONZINA BIELA 0,50MM MOTOR MWM X12TCE 0002676;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2S2105701B.0;961284300147E;;;Não Atualiza Preço na Entrada;;MWM1;1;55,6445;55,6445;55,6445;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;63,11;Valor;149;BRONZINA BIELA 0,50MM 0000149;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12105701B.0;622884300157E;;;Não Atualiza Preço na Entrada;;MWM1;19;21,6937;412,1803;21,6937;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;111,77;Valor;4119;BRONZINA MANCAL STD MOTOR MWM D/TD229 0004119;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12105501.0;622804300017E;;;Não Atualiza Preço na Entrada;;MWM1;35;28,6063;1001,2205;28,6063;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;90,75;Valor;1814;BRONZINA MANCAL STD MOTOR MWM SPRINT 0001814;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0198451.0;940704300027E;;;Não Atualiza Preço na Entrada;;MWM1;42;44,9804;1889,1768;50,1717;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;101,71;Valor;912;BRONZINA MANCAL 0,75 ACTEON 0000912;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0198495A.0;941284300047E;;;Não Atualiza Preço na Entrada;;MWM1;6;46,9742;281,8452;46,9742;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;70,33;Valor;3711;BRONZINA MANCAL 0,75MM MOTOR MWM D/TD229 0003711;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RA198457.0;922584300187E;;;Não Atualiza Preço na Entrada;;MWM1;6;25,3173;151,9038;25,3173;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;108,86;Valor;905;BRONZINA MANCAL STD MOTOR MWM X10 0000905;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD198451A.0;941084300067;;;Não Atualiza Preço na Entrada;;MWM1;66;54,744;3613,104;60,1726;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;103,4;Valor;4096;BRONZINA MANCAL 1,00 C/EJETOR OLEO MOTOR MWM X-10 0004096;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RH198459.0;961084300318;;;Não Atualiza Preço na Entrada;;MWM1;9;35,0196;315,1764;35,0196;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;34,82;Valor;3774;BUCHA  ARVORE COMANDO VALVULAS 0003774;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12545.0;7002258C1E;;;Não Atualiza Preço na Entrada;;MWM1;7;18,8657;132,0599;18,8657;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;76,01;Valor;470;BRONZINA MANCAL STD MOTOR NGD9.3E 370CV 0000470;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2105701B.0;1842566C91;;;Não Atualiza Preço na Entrada;;MWM3;6;44,8367;269,0202;44,8367;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;49,03;Valor;2015;BRONZINA BIELA 0,75MM MOTOR MWM D229 0002015;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RA105701C.0;922584300097E;;;Não Atualiza Preço na Entrada;;MWM1;15;20,1016;301,524;20,1016;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;78,37;Valor;2560;BRONZINA BIELA 0,75MM MOTOR MWM X10/X12 0002560;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD105719.0;961084300377E;;;Não Atualiza Preço na Entrada;;MWM1;16;36,6743;586,7888;36,6743;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;101,71;Valor;1902;BRONZINA MANCAL 0.25 ACTEON MOTOR MWM X10/X12 0001902;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0198491A.0;941284300027E;;;Não Atualiza Preço na Entrada;;MWM1;18;49,5263;891,4734;56,2044;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;48,78;Valor;328;BRONZINA BIELA 1,00MM 0000328;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RA105701D.0;922584300117E;;;Não Atualiza Preço na Entrada;;MWM1;4;19,56;78,24;19,56;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;101,71;Valor;3512;BRONZINA MANCAL 0,25 C/EJETOR MOTOR MWM X10/X12 0003512;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RH198453.0;961084300258;;;Não Atualiza Preço na Entrada;;MWM1;70;52,1898;3653,286;52,1898;;
